Tools,Port 3: NDI 8700449  s/n:3532DC02,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error
1,3,63100,1,OK,0.1880159,0.9812361,-0.0002795,-0.0427282,56.857,170.232,-64.682,0.2120321
1,3,63103,1,OK,0.1882311,0.9811862,-0.0012221,-0.0429097,57.123,170.134,-64.690,0.1877630
1,3,63106,1,OK,0.1881773,0.9811781,-0.0007047,-0.0433405,56.985,170.122,-64.762,0.1909639
1,3,63109,1,OK,0.1881054,0.9811918,-0.0009954,-0.0433354,57.175,170.104,-64.736,0.2264608
1,3,63112,1,OK,0.1880420,0.9812272,-0.0001341,-0.0428176,56.869,170.234,-64.626,0.2122491
1,3,63115,1,OK,0.1880397,0.9812454,-0.0006897,-0.0424045,57.069,170.148,-64.685,0.2011741
1,3,63118,1,OK,0.1880832,0.9811930,-0.0006522,-0.0434115,56.909,170.219,-64.711,0.2040420
1,3,63121,1,OK,0.1878769,0.9812899,-0.0000944,-0.0421004,56.917,170.270,-64.551,0.1958227
1,3,63124,1,OK,0.1879617,0.9812413,0.0000256,-0.0428472,56.950,170.202,-64.657,0.2028010
1,3,63127,1,OK,0.1878669,0.9812336,0.0004363,-0.0434325,56.691,170.297,-64.654,0.1982881
1,3,63130,1,OK,0.1879948,0.9812084,0.0000113,-0.0434518,56.661,170.264,-64.720,0.2060878
1,3,63133,1,OK,0.1880407,0.9812161,-0.0005860,-0.0430722,57.020,170.154,-64.658,0.1991508
1,3,63136,1,OK,0.1880102,0.9812230,-0.0001705,-0.0430533,56.806,170.261,-64.659,0.1877182
1,3,63139,1,OK,0.1880113,0.9812280,-0.0008820,-0.0429241,57.033,170.188,-64.644,0.1969169
1,3,63142,1,OK,0.1880123,0.9812226,-0.0001448,-0.0430524,56.667,170.310,-64.612,0.2064936
1,3,63145,1,OK,0.1880087,0.9812123,-0.0009017,-0.0432949,57.184,170.136,-64.705,0.2055939
1,3,63148,1,OK,0.1879318,0.9812539,-0.0002074,-0.0426898,56.904,170.226,-64.662,0.2041764
1,3,63151,1,OK,0.1880029,0.9812130,-0.0006498,-0.0433076,57.145,170.119,-64.706,0.2021897
1,3,63154,1,OK,0.1881038,0.9812075,-0.0015870,-0.0429678,57.380,170.085,-64.681,0.2089553
1,3,63157,1,OK,0.1881107,0.9811947,-0.0006467,-0.0432540,56.928,170.143,-64.727,0.2061165
1,3,63160,1,OK,0.1879904,0.9812205,-0.0002011,-0.0431961,56.963,170.211,-64.644,0.2101288
1,3,63163,1,OK,0.1879749,0.9812169,-0.0002690,-0.0433455,56.926,170.214,-64.677,0.1881136
1,3,63166,1,OK,0.1879958,0.9812235,-0.0004722,-0.0431031,56.903,170.160,-64.700,0.2057680
1,3,63169,1,OK,0.1880760,0.9812141,-0.0005315,-0.0429646,57.092,170.097,-64.733,0.2028254
1,3,63172,1,OK,0.1881713,0.9811859,-0.0011318,-0.0431794,57.047,170.161,-64.700,0.2316874
1,3,63175,1,OK,0.1879571,0.9812482,-0.0001160,-0.0427083,56.824,170.251,-64.626,0.1971827
1,3,63178,1,OK,0.1881167,0.9812029,-0.0010563,-0.0430340,57.029,170.157,-64.663,0.1890026
1,3,63181,1,OK,0.1879965,0.9812458,-0.0008587,-0.0425823,57.207,170.125,-64.611,0.1948489
1,3,63184,1,OK,0.1879625,0.9812402,-0.0001103,-0.0428682,56.730,170.294,-64.611,0.1908021
1,3,63187,1,OK,0.1880529,0.9812105,-0.0001909,-0.0431514,56.799,170.223,-64.749,0.1900099
1,3,63190,1,OK,0.1881095,0.9812058,-0.0007061,-0.0430068,56.910,170.213,-64.712,0.2047630
1,3,63193,1,OK,0.1880703,0.9811996,-0.0010512,-0.0433098,57.001,170.167,-64.707,0.1938377
1,3,63196,1,OK,0.1880255,0.9812040,-0.0002584,-0.0434172,56.768,170.224,-64.665,0.1836298
1,3,63199,1,OK,0.1881337,0.9812338,-0.0007586,-0.0422527,57.005,170.189,-64.667,0.2232607
1,3,63202,1,OK,0.1880249,0.9812293,-0.0004059,-0.0428422,56.769,170.287,-64.619,0.1974376
1,3,63205,1,OK,0.1881578,0.9811966,-0.0011040,-0.0429949,57.079,170.149,-64.715,0.1995604
1,3,63208,1,OK,0.1880527,0.9812483,-0.0010098,-0.0422727,57.163,170.167,-64.639,0.2169048
1,3,63211,1,OK,0.1880355,0.9812261,-0.0006435,-0.0428659,57.171,170.137,-64.654,0.1986840
1,3,63214,1,OK,0.1881539,0.9811880,-0.0014759,-0.0431976,57.361,170.112,-64.636,0.2085724
1,3,63217,1,OK,0.1880709,0.9812004,-0.0008423,-0.0432948,57.000,170.215,-64.669,0.2122849
