Tools,Port 3: NDI 8700449  s/n:3532DC02,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error
1,3,142570,1,OK,0.1356259,0.9882667,0.0641098,-0.0287137,67.061,201.861,-66.417,0.2078313
1,3,142573,1,OK,0.1353885,0.9882259,0.0652553,-0.0286564,66.798,201.930,-66.425,0.1993009
1,3,142576,1,OK,0.1356018,0.9882527,0.0645467,-0.0283285,67.014,201.895,-66.380,0.2313685
1,3,142579,1,OK,0.1353854,0.9882066,0.0651562,-0.0295511,66.761,201.941,-66.459,0.1921305
1,3,142582,1,OK,0.1352798,0.9881831,0.0658090,-0.0293710,66.541,201.961,-66.540,0.2101979
1,3,142585,1,OK,0.1356118,0.9882512,0.0644420,-0.0285694,66.913,201.899,-66.416,0.2285312
1,3,142588,1,OK,0.1354364,0.9881908,0.0656816,-0.0286690,66.722,201.946,-66.449,0.2249261
1,3,142591,1,OK,0.1354215,0.9882353,0.0652704,-0.0281398,66.874,201.945,-66.372,0.2234000
1,3,142594,1,OK,0.1355614,0.9882340,0.0648144,-0.0285606,66.869,201.958,-66.371,0.2105539
1,3,142597,1,OK,0.1354187,0.9881982,0.0654539,-0.0290157,66.710,201.974,-66.447,0.1886941
1,3,142600,1,OK,0.1353787,0.9882211,0.0651198,-0.0291715,66.604,202.014,-66.396,0.2171604
1,3,142603,1,OK,0.1355487,0.9882360,0.0650054,-0.0281150,66.835,201.943,-66.407,0.1915152
1,3,142606,1,OK,0.1355293,0.9882258,0.0649550,-0.0286789,66.759,201.913,-66.447,0.2043042
1,3,142609,1,OK,0.1353431,0.9882031,0.0660110,-0.0279168,66.462,202.096,-66.297,0.1941444
1,3,142612,1,OK,0.1353132,0.9881841,0.0657234,-0.0293776,66.519,202.043,-66.461,0.2136294
1,3,142615,1,OK,0.1354535,0.9882457,0.0651047,-0.0280025,66.746,201.977,-66.347,0.2057088
1,3,142618,1,OK,0.1353626,0.9882189,0.0653789,-0.0287408,66.640,202.015,-66.382,0.2063004
1,3,142621,1,OK,0.1354559,0.9882271,0.0655679,-0.0275619,66.732,201.979,-66.327,0.2182143
1,3,142624,1,OK,0.1354540,0.9882077,0.0650076,-0.0295261,66.657,201.948,-66.518,0.1758160
1,3,142627,1,OK,0.1355451,0.9882163,0.0651549,-0.0284780,66.701,201.961,-66.477,0.2068412
1,3,142630,1,OK,0.1354738,0.9882201,0.0648665,-0.0293309,66.932,201.909,-66.456,0.2099482
1,3,142633,1,OK,0.1355520,0.9882324,0.0647059,-0.0289053,66.986,201.881,-66.414,0.2147232
1,3,142636,1,OK,0.1354322,0.9881864,0.0653919,-0.0294910,66.538,202.044,-66.452,0.1864493
1,3,142639,1,OK,0.1354068,0.9882210,0.0652874,-0.0286671,66.725,201.970,-66.379,0.1911535
1,3,142642,1,OK,0.1354129,0.9881924,0.0660272,-0.0279201,66.365,202.078,-66.320,0.2092659
1,3,142645,1,OK,0.1355906,0.9882081,0.0651601,-0.0285340,66.635,202.006,-66.371,0.2210608
1,3,142648,1,OK,0.1354107,0.9881979,0.0657120,-0.0284743,66.577,202.059,-66.349,0.2031628
1,3,142651,1,OK,0.1356007,0.9882452,0.0646111,-0.0284486,66.807,201.968,-66.366,0.2313803
1,3,142654,1,OK,0.1354431,0.9882067,0.0652070,-0.0291661,66.760,201.921,-66.471,0.2317873
1,3,142657,1,OK,0.1353642,0.9882012,0.0658016,-0.0283741,66.649,201.968,-66.435,0.2120774
1,3,142660,1,OK,0.1355199,0.9882369,0.0648135,-0.0286584,66.637,202.030,-66.387,0.2180250
1,3,142663,1,OK,0.1355465,0.9882284,0.0650972,-0.0281801,66.845,201.961,-66.359,0.2011588
1,3,142666,1,OK,0.1355393,0.9881744,0.0654272,-0.0293194,66.695,201.994,-66.477,0.1747837
1,3,142669,1,OK,0.1355499,0.9882055,0.0654221,-0.0282138,66.560,202.022,-66.438,0.1830746
1,3,142672,1,OK,0.1354644,0.9882315,0.0648655,-0.0289906,66.854,201.928,-66.424,0.2062045
1,3,142675,1,OK,0.1354940,0.9882343,0.0650287,-0.0283830,66.747,201.979,-66.399,0.2352195
1,3,142678,1,OK,0.1355747,0.9882246,0.0649849,-0.0284367,66.821,201.995,-66.386,0.2173041
1,3,142681,1,OK,0.1355860,0.9882468,0.0645466,-0.0286075,66.785,201.949,-66.428,0.1879298
1,3,142684,1,OK,0.1354916,0.9882037,0.0652829,-0.0288711,66.601,201.987,-66.424,0.2134095
1,3,142687,1,OK,0.1355024,0.9882267,0.0652618,-0.0280711,66.770,201.944,-66.358,0.1962607
1,3,142690,1,OK,0.1352637,0.9881915,0.0659368,-0.0288733,66.522,202.013,-66.418,0.2505243
