Tools,Port 3: NDI 8700449  s/n:3532DC02,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error
1,3,48682,1,OK,-0.0179745,0.9954681,-0.0826249,-0.0435130,53.225,259.008,-117.012,0.1998814
1,3,48685,1,OK,-0.0178720,0.9953722,-0.0833823,-0.0442972,53.276,258.981,-117.048,0.1868580
1,3,48688,1,OK,-0.0181306,0.9954457,-0.0823080,-0.0445487,53.221,259.000,-117.022,0.1901218
1,3,48691,1,OK,-0.0179671,0.9954467,-0.0825935,-0.0440616,53.162,259.043,-116.981,0.1907300
1,3,48694,1,OK,-0.0179074,0.9953973,-0.0826274,-0.0451243,53.061,258.981,-117.178,0.1981104
1,3,48697,1,OK,-0.0179599,0.9954017,-0.0827367,-0.0448062,53.105,259.007,-117.066,0.1975785
1,3,48700,1,OK,-0.0181690,0.9954678,-0.0821816,-0.0442705,53.095,259.093,-116.936,0.1929549
1,3,48703,1,OK,-0.0178338,0.9953959,-0.0833640,-0.0438100,53.493,258.947,-117.053,0.1918236
1,3,48706,1,OK,-0.0179157,0.9954272,-0.0826845,-0.0443512,52.991,259.037,-117.054,0.2051656
1,3,48709,1,OK,-0.0180008,0.9954279,-0.0824808,-0.0446781,52.851,259.098,-116.981,0.1803719
1,3,48712,1,OK,-0.0181089,0.9954475,-0.0826218,-0.0439309,53.386,259.008,-116.962,0.1850125
1,3,48715,1,OK,-0.0179790,0.9954488,-0.0822941,-0.0445662,53.006,259.005,-117.107,0.1973332
1,3,48718,1,OK,-0.0181169,0.9953938,-0.0825855,-0.0451958,53.160,259.035,-117.000,0.1795446
1,3,48721,1,OK,-0.0181194,0.9954872,-0.0820098,-0.0441726,53.013,259.086,-116.981,0.2131769
1,3,48724,1,OK,-0.0179448,0.9954455,-0.0826372,-0.0440153,53.395,258.969,-117.050,0.1933562
1,3,48727,1,OK,-0.0181763,0.9955049,-0.0814314,-0.0448172,52.491,259.190,-116.930,0.1748973
1,3,48730,1,OK,-0.0181877,0.9954845,-0.0815101,-0.0451203,52.680,259.135,-116.971,0.1979149
1,3,48733,1,OK,-0.0180555,0.9954917,-0.0821348,-0.0438643,53.154,259.061,-116.977,0.1856145
1,3,48736,1,OK,-0.0181333,0.9955144,-0.0816517,-0.0442176,52.890,259.130,-116.941,0.2022712
1,3,48739,1,OK,-0.0177750,0.9953688,-0.0835800,-0.0440382,53.352,258.953,-117.086,0.1873444
1,3,48742,1,OK,-0.0179716,0.9955230,-0.0818547,-0.0437119,52.944,259.123,-116.921,0.1917301
1,3,48745,1,OK,-0.0179051,0.9954267,-0.0825137,-0.0446828,53.028,258.990,-117.115,0.1853534
1,3,48748,1,OK,-0.0180439,0.9954449,-0.0822222,-0.0447580,53.117,259.023,-117.069,0.1947153
1,3,48751,1,OK,-0.0178776,0.9953599,-0.0833172,-0.0446918,53.458,258.950,-117.072,0.2098884
1,3,48754,1,OK,-0.0180226,0.9954829,-0.0821972,-0.0439619,52.988,259.099,-116.971,0.2061393
1,3,48757,1,OK,-0.0179575,0.9953966,-0.0825875,-0.0451940,52.591,259.153,-117.002,0.1731007
1,3,48760,1,OK,-0.0178552,0.9954331,-0.0826639,-0.0442801,53.065,259.038,-117.025,0.1929308
1,3,48763,1,OK,-0.0180743,0.9954464,-0.0823840,-0.0444142,53.060,259.080,-116.966,0.2091691
1,3,48766,1,OK,-0.0179150,0.9954467,-0.0826575,-0.0439623,53.220,259.034,-117.000,0.2028238
1,3,48769,1,OK,-0.0179109,0.9953797,-0.0830074,-0.0448134,53.178,258.991,-117.082,0.2058993
1,3,48772,1,OK,-0.0179054,0.9954216,-0.0832017,-0.0435048,53.341,259.008,-116.966,0.2103811
1,3,48775,1,OK,-0.0180823,0.9955015,-0.0818667,-0.0441322,52.952,259.080,-116.959,0.2054064
1,3,48778,1,OK,-0.0179127,0.9953996,-0.0828128,-0.0447303,53.132,259.018,-117.039,0.2068199
1,3,48781,1,OK,-0.0179513,0.9953919,-0.0829589,-0.0446164,53.394,258.943,-117.089,0.2149514
1,3,48784,1,OK,-0.0180760,0.9954214,-0.0825257,-0.0447103,52.979,259.052,-117.006,0.2017166
1,3,48787,1,OK,-0.0179567,0.9953911,-0.0830833,-0.0443999,53.188,259.036,-117.009,0.2310308
1,3,48790,1,OK,-0.0179610,0.9953580,-0.0830854,-0.0451290,53.229,258.961,-117.102,0.1973364
1,3,48793,1,OK,-0.0180408,0.9954563,-0.0825043,-0.0439815,53.132,259.048,-116.980,0.2191488
1,3,48796,1,OK,-0.0178111,0.9953729,-0.0835475,-0.0439932,53.553,258.892,-117.111,0.2073559
1,3,48799,1,OK,-0.0180271,0.9953899,-0.0824316,-0.0455957,52.635,259.114,-117.042,0.1711832
1,3,48802,1,OK,-0.0179589,0.9954905,-0.0823950,-0.0434421,53.232,259.069,-116.958,0.2078523
