Tools,Port 3: NDI 8700449  s/n:3532DC02,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error
1,3,139147,1,OK,0.1293494,0.9893463,0.0648117,-0.0161901,72.571,208.400,-53.253,0.2108949
1,3,139150,1,OK,0.1293249,0.9893329,0.0652004,-0.0156354,72.716,208.359,-53.233,0.2245825
1,3,139153,1,OK,0.1294302,0.9893890,0.0639592,-0.0163208,72.816,208.266,-53.373,0.2230070
1,3,139156,1,OK,0.1292224,0.9893308,0.0652788,-0.0162744,72.620,208.343,-53.339,0.2164852
1,3,139159,1,OK,0.1293090,0.9893201,0.0653509,-0.0159405,72.509,208.374,-53.313,0.1947545
1,3,139162,1,OK,0.1292154,0.9893475,0.0650880,-0.0160793,72.753,208.277,-53.341,0.2138785
1,3,139165,1,OK,0.1293583,0.9893219,0.0652200,-0.0159693,72.540,208.393,-53.277,0.1981609
1,3,139168,1,OK,0.1294553,0.9893757,0.0643067,-0.0155471,72.832,208.305,-53.266,0.2246230
1,3,139171,1,OK,0.1293810,0.9893589,0.0646865,-0.0156615,72.512,208.414,-53.248,0.1996675
1,3,139174,1,OK,0.1293476,0.9893611,0.0645906,-0.0161819,72.771,208.328,-53.282,0.1989442
1,3,139177,1,OK,0.1292714,0.9893390,0.0651360,-0.0159541,72.330,208.454,-53.278,0.2011207
1,3,139180,1,OK,0.1293058,0.9893560,0.0646350,-0.0166443,72.615,208.372,-53.313,0.2009857
1,3,139183,1,OK,0.1292451,0.9893139,0.0656496,-0.0156150,72.391,208.500,-53.167,0.2165082
1,3,139186,1,OK,0.1292782,0.9893541,0.0648756,-0.0160224,72.668,208.330,-53.260,0.1932455
1,3,139189,1,OK,0.1294284,0.9893557,0.0646080,-0.0157938,72.612,208.375,-53.244,0.2273115
1,3,139192,1,OK,0.1293845,0.9893871,0.0642105,-0.0158053,72.878,208.284,-53.285,0.2189917
1,3,139195,1,OK,0.1291874,0.9893232,0.0655730,-0.0158254,72.406,208.461,-53.214,0.2017560
1,3,139198,1,OK,0.1292348,0.9893409,0.0651654,-0.0160119,72.640,208.392,-53.219,0.2104709
1,3,139201,1,OK,0.1292369,0.9893363,0.0652655,-0.0158690,72.397,208.438,-53.270,0.2022049
1,3,139204,1,OK,0.1292950,0.9893409,0.0649564,-0.0163749,72.423,208.387,-53.320,0.2098531
1,3,139207,1,OK,0.1295269,0.9893791,0.0639524,-0.0161809,72.960,208.240,-53.336,0.2046141
1,3,139210,1,OK,0.1293015,0.9893267,0.0652054,-0.0161875,72.342,208.429,-53.323,0.2124636
1,3,139213,1,OK,0.1292122,0.9893544,0.0650210,-0.0159475,72.545,208.396,-53.239,0.2007869
1,3,139216,1,OK,0.1292505,0.9893185,0.0653320,-0.0165814,72.338,208.445,-53.300,0.1926140
1,3,139219,1,OK,0.1294484,0.9893186,0.0651640,-0.0156680,72.620,208.378,-53.207,0.1824179
1,3,139222,1,OK,0.1292961,0.9893408,0.0651659,-0.0155131,72.639,208.355,-53.293,0.2088735
1,3,139225,1,OK,0.1292573,0.9893306,0.0649902,-0.0171429,72.340,208.446,-53.394,0.1941358
1,3,139228,1,OK,0.1293452,0.9893336,0.0649677,-0.0163691,72.668,208.309,-53.363,0.2059455
1,3,139231,1,OK,0.1293757,0.9893586,0.0647117,-0.0156176,72.680,208.366,-53.214,0.1949899
1,3,139234,1,OK,0.1293687,0.9893591,0.0647735,-0.0153858,72.842,208.299,-53.231,0.2144363
1,3,139237,1,OK,0.1291425,0.9893156,0.0657052,-0.0161129,72.305,208.511,-53.180,0.1956791
1,3,139240,1,OK,0.1292568,0.9893270,0.0653819,-0.0158075,72.337,208.463,-53.261,0.2180952
1,3,139243,1,OK,0.1293578,0.9893353,0.0651652,-0.0153558,72.703,208.367,-53.177,0.2143220
1,3,139246,1,OK,0.1294315,0.9893407,0.0649109,-0.0154584,72.812,208.264,-53.265,0.2071712
1,3,139249,1,OK,0.1294035,0.9893591,0.0647283,-0.0152855,72.605,208.355,-53.250,0.2012576
1,3,139252,1,OK,0.1292318,0.9893418,0.0652226,-0.0157480,72.394,208.425,-53.265,0.2088108
1,3,139255,1,OK,0.1294240,0.9893704,0.0642698,-0.0162821,72.660,208.354,-53.312,0.2189734
1,3,139258,1,OK,0.1292996,0.9893222,0.0653757,-0.0157844,72.428,208.433,-53.251,0.1895055
1,3,139261,1,OK,0.1292275,0.9893071,0.0658684,-0.0152645,72.390,208.474,-53.166,0.1981704
1,3,139264,1,OK,0.1293592,0.9893545,0.0647640,-0.0157958,72.682,208.342,-53.285,0.2103329
1,3,139267,1,OK,0.1292912,0.9893432,0.0649920,-0.0161188,72.644,208.345,-53.251,0.1995681
1,3,139270,1,OK,0.1291530,0.9893158,0.0657411,-0.0158726,72.314,208.506,-53.167,0.2184763
