Tools,Port 2: NDI 8700449  s/n:3532DC02,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error
1,2,34184,1,OK,0.2836413,0.1866845,-0.7107495,0.6160614,173.378,304.150,-1702.565,0.1476896
1,2,34187,1,OK,0.2836204,0.1870521,-0.7109184,0.6157646,173.300,304.152,-1702.502,0.1378212
1,2,34190,1,OK,0.2838301,0.1870760,-0.7107443,0.6158617,173.333,304.142,-1702.479,0.1325178
1,2,34193,1,OK,0.2838144,0.1869277,-0.7107572,0.6158990,173.296,304.149,-1702.519,0.1358349
1,2,34196,1,OK,0.2834766,0.1865577,-0.7107877,0.6161315,173.359,304.138,-1702.554,0.1583418
1,2,34199,1,OK,0.2835335,0.1868947,-0.7108566,0.6159237,173.344,304.136,-1702.542,0.1421594
1,2,34202,1,OK,0.2837309,0.1868842,-0.7107631,0.6159438,173.343,304.138,-1702.538,0.1361131
1,2,34205,1,OK,0.2837478,0.1865086,-0.7105843,0.6162562,173.363,304.145,-1702.564,0.1444147
1,2,34208,1,OK,0.2835215,0.1868273,-0.7108770,0.6159262,173.293,304.153,-1702.494,0.1498803
1,2,34211,1,OK,0.2837827,0.1868910,-0.7107265,0.6159602,173.341,304.143,-1702.516,0.1357903
1,2,34214,1,OK,0.2837219,0.1869057,-0.7107583,0.6159471,173.298,304.147,-1702.531,0.1324179
1,2,34217,1,OK,0.2835697,0.1866828,-0.7108014,0.6160350,173.361,304.135,-1702.527,0.1475512
1,2,34220,1,OK,0.2837256,0.1869069,-0.7107633,0.6159392,173.364,304.137,-1702.554,0.1407653
1,2,34223,1,OK,0.2835404,0.1866618,-0.7108342,0.6160170,173.340,304.138,-1702.518,0.1495185
1,2,34226,1,OK,0.2837183,0.1867064,-0.7106696,0.6161115,173.329,304.143,-1702.514,0.1455432
1,2,34229,1,OK,0.2837727,0.1868916,-0.7107191,0.6159732,173.286,304.157,-1702.508,0.1334750
1,2,34232,1,OK,0.2839133,0.1866618,-0.7105585,0.6161633,173.364,304.146,-1702.553,0.1376181
1,2,34235,1,OK,0.2838061,0.1867450,-0.7106765,0.6160513,173.321,304.147,-1702.543,0.1423628
1,2,34238,1,OK,0.2835377,0.1867289,-0.7108543,0.6159747,173.376,304.134,-1702.529,0.1514419
1,2,34241,1,OK,0.2838447,0.1869296,-0.7106981,0.6159527,173.337,304.135,-1702.523,0.1314462
1,2,34244,1,OK,0.2839667,0.1869887,-0.7106428,0.6159423,173.331,304.142,-1702.523,0.1269224
1,2,34247,1,OK,0.2835508,0.1868106,-0.7109088,0.6158810,173.307,304.143,-1702.485,0.1494856
1,2,34250,1,OK,0.2840299,0.1868051,-0.7105298,0.6160993,173.320,304.149,-1702.504,0.1274067
1,2,34253,1,OK,0.2837184,0.1866621,-0.7107575,0.6160235,173.383,304.143,-1702.548,0.1428293
1,2,34256,1,OK,0.2836831,0.1867052,-0.7107531,0.6160317,173.341,304.148,-1702.535,0.1464838
1,2,34259,1,OK,0.2840062,0.1868290,-0.7105503,0.6160793,173.406,304.139,-1702.588,0.1242952
1,2,34262,1,OK,0.2836789,0.1867772,-0.7107693,0.6159931,173.337,304.136,-1702.513,0.1390409
1,2,34265,1,OK,0.2839505,0.1870215,-0.7106533,0.6159277,173.319,304.141,-1702.506,0.1277781
1,2,34268,1,OK,0.2837102,0.1868573,-0.7108018,0.6159169,173.318,304.142,-1702.504,0.1381315
1,2,34271,1,OK,0.2838591,0.1867357,-0.7106221,0.6160926,173.326,304.150,-1702.525,0.1330209
1,2,34274,1,OK,0.2837628,0.1865824,-0.7106330,0.6161707,173.380,304.138,-1702.563,0.1460304
1,2,34277,1,OK,0.2835987,0.1869376,-0.7108564,0.6158810,173.331,304.141,-1702.496,0.1424150
1,2,34280,1,OK,0.2836455,0.1866327,-0.7107105,0.6161202,173.393,304.133,-1702.538,0.1473593
1,2,34283,1,OK,0.2840011,0.1869806,-0.7105913,0.6159883,173.322,304.145,-1702.518,0.1331272
1,2,34286,1,OK,0.2838798,0.1868772,-0.7106113,0.6160526,173.324,304.146,-1702.504,0.1355978
1,2,34289,1,OK,0.2837123,0.1867648,-0.7107250,0.6160326,173.336,304.139,-1702.488,0.1341752
1,2,34292,1,OK,0.2836864,0.1866880,-0.7107283,0.6160640,173.323,304.146,-1702.505,0.1373014
1,2,34295,1,OK,0.2838537,0.1866886,-0.7106525,0.6160743,173.398,304.132,-1702.535,0.1328414
1,2,34298,1,OK,0.2835231,0.1867952,-0.7108472,0.6159695,173.332,304.139,-1702.512,0.1460531
1,2,34301,1,OK,0.2836821,0.1866025,-0.7106959,0.6161293,173.349,304.133,-1702.526,0.1449430
1,2,34304,1,OK,0.2836550,0.1869399,-0.7108649,0.6158444,173.303,304.136,-1702.470,0.1453426
1,2,34307,1,OK,0.2837900,0.1866990,-0.7106664,0.6160844,173.317,304.138,-1702.498,0.1337706
1,2,34310,1,OK,0.2841393,0.1868551,-0.7104805,0.6160905,173.357,304.152,-1702.571,0.1325851
1,2,34313,1,OK,0.2837884,0.1867775,-0.7106638,0.6160644,173.344,304.148,-1702.534,0.1359527
1,2,34316,1,OK,0.2838794,0.1867411,-0.7105858,0.6161235,173.397,304.143,-1702.586,0.1289868
1,2,34319,1,OK,0.2839108,0.1868727,-0.7106275,0.6160210,173.318,304.150,-1702.561,0.1279735
1,2,34322,1,OK,0.2838944,0.1866924,-0.7105736,0.6161453,173.363,304.135,-1702.530,0.1354964
