Tools,Port 2: NDI 8700449  s/n:3532DC02,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error
1,2,94138,1,OK,0.3040128,0.1438695,-0.7936521,0.5069459,181.180,261.049,-1686.166,0.1483851
1,2,94141,1,OK,0.3039087,0.1441834,-0.7937891,0.5067046,181.200,261.042,-1686.139,0.1537443
1,2,94144,1,OK,0.3039013,0.1441415,-0.7937764,0.5067409,181.168,261.048,-1686.137,0.1492292
1,2,94147,1,OK,0.3037083,0.1439598,-0.7939125,0.5066950,181.195,261.027,-1686.112,0.1623329
1,2,94150,1,OK,0.3036125,0.1438825,-0.7938688,0.5068428,181.163,261.027,-1686.118,0.1598375
1,2,94153,1,OK,0.3037477,0.1440720,-0.7938716,0.5067036,181.159,261.026,-1686.115,0.1627955
1,2,94156,1,OK,0.3038960,0.1438073,-0.7937023,0.5069549,181.222,261.036,-1686.168,0.1481227
1,2,94159,1,OK,0.3038677,0.1439143,-0.7937483,0.5068695,181.177,261.044,-1686.145,0.1513659
1,2,94162,1,OK,0.3037697,0.1438940,-0.7938226,0.5068177,181.194,261.044,-1686.116,0.1551561
1,2,94165,1,OK,0.3038349,0.1441284,-0.7938359,0.5066912,181.181,261.041,-1686.142,0.1556773
1,2,94168,1,OK,0.3036733,0.1435777,-0.7937760,0.5070382,181.174,261.044,-1686.159,0.1604128
1,2,94171,1,OK,0.3035254,0.1438542,-0.7939756,0.5067356,181.155,261.028,-1686.138,0.1760738
1,2,94174,1,OK,0.3038155,0.1438343,-0.7937691,0.5068909,181.184,261.022,-1686.140,0.1607545
1,2,94177,1,OK,0.3038739,0.1438537,-0.7937698,0.5068493,181.188,261.033,-1686.163,0.1510671
1,2,94180,1,OK,0.3037863,0.1438807,-0.7937735,0.5068885,181.185,261.041,-1686.140,0.1551255
1,2,94183,1,OK,0.3037479,0.1442403,-0.7939308,0.5065628,181.176,261.038,-1686.099,0.1655877
1,2,94186,1,OK,0.3038815,0.1439551,-0.7937527,0.5068428,181.184,261.044,-1686.132,0.1596380
1,2,94189,1,OK,0.3038261,0.1437345,-0.7937426,0.5069544,181.168,261.039,-1686.127,0.1575520
1,2,94192,1,OK,0.3037102,0.1438018,-0.7938177,0.5068871,181.171,261.026,-1686.143,0.1615370
1,2,94195,1,OK,0.3038173,0.1440718,-0.7938716,0.5066619,181.186,261.018,-1686.112,0.1611570
1,2,94198,1,OK,0.3036764,0.1438994,-0.7938662,0.5068037,181.182,261.028,-1686.123,0.1603599
1,2,94201,1,OK,0.3037247,0.1438810,-0.7938215,0.5068500,181.193,261.047,-1686.167,0.1518387
1,2,94204,1,OK,0.3040270,0.1438546,-0.7936476,0.5069486,181.206,261.051,-1686.168,0.1548605
1,2,94207,1,OK,0.3038440,0.1439398,-0.7937480,0.5068770,181.172,261.051,-1686.150,0.1534653
1,2,94210,1,OK,0.3038317,0.1440940,-0.7938412,0.5066945,181.170,261.031,-1686.121,0.1605570
1,2,94213,1,OK,0.3039214,0.1440773,-0.7937692,0.5067583,181.180,261.024,-1686.133,0.1492585
1,2,94216,1,OK,0.3038356,0.1441393,-0.7938404,0.5066806,181.179,261.025,-1686.130,0.1467282
1,2,94219,1,OK,0.3036700,0.1437885,-0.7938737,0.5068274,181.185,261.023,-1686.096,0.1707566
1,2,94222,1,OK,0.3035129,0.1439537,-0.7940208,0.5066441,181.194,261.040,-1686.116,0.1727248
1,2,94225,1,OK,0.3034002,0.1438214,-0.7940486,0.5067056,181.145,261.042,-1686.079,0.1767901
1,2,94228,1,OK,0.3038793,0.1440052,-0.7937417,0.5068470,181.172,261.044,-1686.129,0.1511289
1,2,94231,1,OK,0.3036947,0.1435874,-0.7937459,0.5070697,181.177,261.043,-1686.155,0.1721293
1,2,94234,1,OK,0.3034875,0.1439551,-0.7939929,0.5067027,181.165,261.030,-1686.113,0.1690352
1,2,94237,1,OK,0.3037147,0.1437978,-0.7938069,0.5069025,181.169,261.022,-1686.111,0.1653452
1,2,94240,1,OK,0.3036292,0.1437357,-0.7938488,0.5069057,181.188,261.037,-1686.163,0.1651454
