Tools,Port 8: NDI 8700340  s/n:34802401,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error
1,8,90277,1,OK,0.4943613,0.2292867,-0.3274538,0.7718864,87.245,-32.283,-1849.738,0.1534085
1,8,90280,1,OK,0.4943025,0.2293544,-0.3275582,0.7718596,87.241,-32.236,-1849.694,0.1581341
1,8,90283,1,OK,0.4944258,0.2293329,-0.3273962,0.7718557,87.222,-32.281,-1849.763,0.1495703
1,8,90286,1,OK,0.4948026,0.2293266,-0.3271678,0.7717130,87.235,-32.363,-1849.812,0.1475862
1,8,90289,1,OK,0.4939091,0.2293178,-0.3277760,0.7720298,87.242,-32.179,-1849.630,0.1565874
1,8,90292,1,OK,0.4941085,0.2290374,-0.3273962,0.7721466,87.253,-32.347,-1849.808,0.1430621
1,8,90295,1,OK,0.4949155,0.2293445,-0.3271722,0.7716334,87.270,-32.373,-1849.830,0.1588724
1,8,90298,1,OK,0.4949539,0.2294548,-0.3271006,0.7716063,87.194,-32.362,-1849.843,0.1578860
1,8,90301,1,OK,0.4947790,0.2294085,-0.3272058,0.7716877,87.216,-32.335,-1849.808,0.1564597
1,8,90304,1,OK,0.4943048,0.2289360,-0.3271767,0.7721441,87.255,-32.419,-1849.873,0.1377670
1,8,90307,1,OK,0.4948832,0.2293793,-0.3271206,0.7716656,87.216,-32.366,-1849.809,0.1549187
1,8,90310,1,OK,0.4953271,0.2295570,-0.3269715,0.7713912,87.176,-32.379,-1849.822,0.1649671
1,8,90313,1,OK,0.4948783,0.2292861,-0.3271165,0.7716982,87.238,-32.388,-1849.838,0.1553011
1,8,90316,1,OK,0.4949644,0.2293925,-0.3270811,0.7716264,87.245,-32.390,-1849.860,0.1583790
1,8,90319,1,OK,0.4945415,0.2293555,-0.3273634,0.7717888,87.204,-32.299,-1849.781,0.1578344
1,8,90322,1,OK,0.4949765,0.2295691,-0.3272048,0.7715137,87.213,-32.310,-1849.757,0.1719364
1,8,90325,1,OK,0.4946720,0.2293450,-0.3272501,0.7717563,87.197,-32.330,-1849.797,0.1499489
1,8,90328,1,OK,0.4945370,0.2293182,-0.3273602,0.7718041,87.241,-32.307,-1849.755,0.1608435
1,8,90331,1,OK,0.4945200,0.2291976,-0.3272978,0.7718773,87.252,-32.339,-1849.800,0.1427121
1,8,90334,1,OK,0.4949760,0.2293785,-0.3270726,0.7716267,87.234,-32.388,-1849.845,0.1514111
1,8,90337,1,OK,0.4942257,0.2290678,-0.3273759,0.7720712,87.315,-32.355,-1849.802,0.1515669
1,8,90340,1,OK,0.4943931,0.2292809,-0.3273664,0.7719048,87.201,-32.308,-1849.758,0.1468629
1,8,90343,1,OK,0.4941500,0.2291837,-0.3275185,0.7720247,87.268,-32.284,-1849.750,0.1393381
1,8,90346,1,OK,0.4954111,0.2296390,-0.3269280,0.7713312,87.150,-32.383,-1849.817,0.1679932
1,8,90349,1,OK,0.4940012,0.2289517,-0.3274524,0.7722169,87.283,-32.340,-1849.763,0.1364966
1,8,90352,1,OK,0.4945645,0.2292016,-0.3272606,0.7718634,87.260,-32.357,-1849.830,0.1463489
1,8,90355,1,OK,0.4946626,0.2293099,-0.3272273,0.7717825,87.219,-32.347,-1849.819,0.1522103
1,8,90358,1,OK,0.4948964,0.2293374,-0.3270769,0.7716882,87.240,-32.400,-1849.841,0.1625918
1,8,90361,1,OK,0.4944074,0.2292774,-0.3274056,0.7718800,87.205,-32.308,-1849.764,0.1540110
1,8,90364,1,OK,0.4943739,0.2290258,-0.3272306,0.7720504,87.271,-32.403,-1849.867,0.1449158
1,8,90367,1,OK,0.4943221,0.2291835,-0.3273570,0.7719831,87.214,-32.329,-1849.785,0.1583641
1,8,90370,1,OK,0.4946900,0.2292762,-0.3272103,0.7717821,87.240,-32.361,-1849.844,0.1568886
1,8,90373,1,OK,0.4946746,0.2294055,-0.3272824,0.7717230,87.225,-32.313,-1849.786,0.1539837
1,8,90376,1,OK,0.4947296,0.2292581,-0.3271601,0.7717834,87.228,-32.381,-1849.826,0.1559031
1,8,90379,1,OK,0.4945089,0.2293343,-0.3273599,0.7718175,87.248,-32.314,-1849.751,0.1545427
1,8,90382,1,OK,0.4946294,0.2292659,-0.3272113,0.7718236,87.202,-32.364,-1849.800,0.1488925
1,8,90385,1,OK,0.4950162,0.2294722,-0.3271231,0.7715516,87.213,-32.359,-1849.812,0.1630939
1,8,90388,1,OK,0.4944132,0.2292274,-0.3273653,0.7719082,87.235,-32.321,-1849.781,0.1480034
1,8,90391,1,OK,0.4943901,0.2292046,-0.3273270,0.7719460,87.249,-32.337,-1849.821,0.1550975
1,8,90394,1,OK,0.4945441,0.2292713,-0.3272785,0.7718481,87.236,-32.344,-1849.824,0.1476452
1,8,90397,1,OK,0.4949063,0.2292240,-0.3270014,0.7717475,87.235,-32.440,-1849.916,0.1571065
