Tools,Port 8: NDI 8700340  s/n:34802401,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error
1,8,35123,1,OK,0.2396129,0.4101620,-0.2586218,0.8411109,112.958,-61.355,-1814.321,0.1163211
1,8,35126,1,OK,0.2400115,0.4105688,-0.2584851,0.8408408,112.871,-61.351,-1814.218,0.1282780
1,8,35129,1,OK,0.2396707,0.4102907,-0.2585767,0.8410456,112.886,-61.368,-1814.279,0.1173751
1,8,35132,1,OK,0.2403262,0.4102951,-0.2581889,0.8409755,112.927,-61.421,-1814.354,0.1194327
1,8,35135,1,OK,0.2402948,0.4104457,-0.2582944,0.8408786,112.900,-61.379,-1814.283,0.1281312
1,8,35138,1,OK,0.2403640,0.4100721,-0.2581063,0.8410988,113.009,-61.457,-1814.509,0.1162710
1,8,35141,1,OK,0.2397805,0.4101828,-0.2585393,0.8410784,112.963,-61.367,-1814.353,0.1198918
1,8,35144,1,OK,0.2402920,0.4102970,-0.2582418,0.8409681,112.958,-61.408,-1814.366,0.1197931
1,8,35147,1,OK,0.2405618,0.4103320,-0.2580995,0.8409175,112.940,-61.433,-1814.374,0.1228957
1,8,35150,1,OK,0.2403628,0.4104269,-0.2581889,0.8409007,112.869,-61.410,-1814.293,0.1241577
1,8,35153,1,OK,0.2399398,0.4103803,-0.2584395,0.8409673,112.890,-61.378,-1814.263,0.1230381
1,8,35156,1,OK,0.2399556,0.4102425,-0.2584515,0.8410263,112.942,-61.379,-1814.346,0.1193264
1,8,35159,1,OK,0.2407992,0.4102482,-0.2578905,0.8409546,112.980,-61.473,-1814.466,0.1224521
1,8,35162,1,OK,0.2401851,0.4103779,-0.2582804,0.8409473,112.916,-61.399,-1814.327,0.1285668
1,8,35165,1,OK,0.2398550,0.4101688,-0.2584689,0.8410856,112.948,-61.389,-1814.334,0.1192196
1,8,35168,1,OK,0.2401571,0.4103020,-0.2582755,0.8409938,112.900,-61.417,-1814.307,0.1238106
1,8,35171,1,OK,0.2398445,0.4101978,-0.2584531,0.8410793,112.914,-61.402,-1814.313,0.1198417
1,8,35174,1,OK,0.2405340,0.4108432,-0.2582597,0.8406266,112.788,-61.344,-1814.120,0.1479020
1,8,35177,1,OK,0.2406719,0.4101839,-0.2579366,0.8410083,112.999,-61.489,-1814.470,0.1192889
1,8,35180,1,OK,0.2399091,0.4103499,-0.2584426,0.8409899,112.901,-61.378,-1814.280,0.1237258
1,8,35183,1,OK,0.2402100,0.4104191,-0.2583214,0.8409075,112.921,-61.385,-1814.307,0.1280220
1,8,35186,1,OK,0.2402671,0.4102343,-0.2581962,0.8410198,112.947,-61.429,-1814.376,0.1176540
1,8,35189,1,OK,0.2401747,0.4103942,-0.2583384,0.8409245,112.886,-61.385,-1814.290,0.1251099
1,8,35192,1,OK,0.2396285,0.4103187,-0.2586221,0.8410300,112.877,-61.358,-1814.241,0.1259704
1,8,35195,1,OK,0.2401702,0.4103682,-0.2583077,0.8409479,112.913,-61.399,-1814.314,0.1277962
1,8,35198,1,OK,0.2397302,0.4100506,-0.2585095,0.8411663,112.985,-61.407,-1814.400,0.1074219
1,8,35201,1,OK,0.2394094,0.4102976,-0.2587880,0.8410516,112.923,-61.322,-1814.251,0.1211886
1,8,35204,1,OK,0.2400569,0.4103249,-0.2583432,0.8409905,112.903,-61.403,-1814.350,0.1226764
1,8,35207,1,OK,0.2402025,0.4101457,-0.2582336,0.8410699,112.959,-61.426,-1814.405,0.1178752
1,8,35210,1,OK,0.2397881,0.4102340,-0.2585253,0.8410555,112.936,-61.373,-1814.298,0.1228743
1,8,35213,1,OK,0.2400227,0.4103835,-0.2584663,0.8409338,112.896,-61.360,-1814.261,0.1248961
1,8,35216,1,OK,0.2406727,0.4104472,-0.2580590,0.8408420,112.936,-61.422,-1814.334,0.1297958
1,8,35219,1,OK,0.2401795,0.4102419,-0.2582699,0.8410185,112.945,-61.423,-1814.375,0.1282802
1,8,35222,1,OK,0.2401336,0.4103987,-0.2584155,0.8409103,112.904,-61.360,-1814.278,0.1263861
1,8,35225,1,OK,0.2398852,0.4103859,-0.2584996,0.8409616,112.877,-61.358,-1814.225,0.1244369
1,8,35228,1,OK,0.2398840,0.4105216,-0.2585363,0.8408845,112.831,-61.338,-1814.196,0.1302697
1,8,35231,1,OK,0.2404728,0.4103850,-0.2581390,0.8409050,112.919,-61.419,-1814.319,0.1272997
1,8,35234,1,OK,0.2398659,0.4100923,-0.2584581,0.8411231,112.956,-61.393,-1814.364,0.1162323
1,8,35237,1,OK,0.2398599,0.4100667,-0.2584110,0.8411518,112.998,-61.422,-1814.415,0.1092925
1,8,35240,1,OK,0.2402494,0.4102750,-0.2582183,0.8409982,112.920,-61.428,-1814.362,0.1225435
1,8,35243,1,OK,0.2399616,0.4103300,-0.2584475,0.8409831,112.898,-61.371,-1814.284,0.1268664
1,8,35246,1,OK,0.2409375,0.4105264,-0.2579092,0.8407735,112.898,-61.434,-1814.351,0.1327779
1,8,35249,1,OK,0.2399099,0.4105165,-0.2585465,0.8408764,112.844,-61.327,-1814.193,0.1290763
1,8,35252,1,OK,0.2401260,0.4103379,-0.2583751,0.8409546,112.920,-61.381,-1814.285,0.1279541
1,8,35255,1,OK,0.2406611,0.4106069,-0.2580777,0.8407616,112.881,-61.401,-1814.285,0.1396089
1,8,35258,1,OK,0.2401726,0.4105801,-0.2584031,0.8408144,112.879,-61.355,-1814.222,0.1366737
1,8,35261,1,OK,0.2396757,0.4102756,-0.2585892,0.8410476,112.906,-61.366,-1814.282,0.1228864
1,8,35264,1,OK,0.2404332,0.4104385,-0.2581807,0.8408774,112.911,-61.408,-1814.311,0.1305514
1,8,35267,1,OK,0.2403614,0.4102589,-0.2581816,0.8409853,112.942,-61.420,-1814.346,0.1221952
1,8,35270,1,OK,0.2394324,0.4103493,-0.2588121,0.8410124,112.901,-61.304,-1814.179,0.1217448
1,8,35273,1,OK,0.2403126,0.4104406,-0.2582463,0.8408908,112.902,-61.396,-1814.320,0.1276377
1,8,35276,1,OK,0.2402179,0.4103401,-0.2582918,0.8409528,112.946,-61.405,-1814.367,0.1240535
1,8,35279,1,OK,0.2391586,0.4101781,-0.2588912,0.8411495,112.925,-61.332,-1814.246,0.1142954
1,8,35282,1,OK,0.2398041,0.4102439,-0.2585154,0.8410492,112.909,-61.379,-1814.308,0.1206792
1,8,35285,1,OK,0.2397170,0.4103665,-0.2585885,0.8409917,112.894,-61.357,-1814.256,0.1227851
1,8,35288,1,OK,0.2400316,0.4103676,-0.2583925,0.8409617,112.859,-61.372,-1814.292,0.1231772
1,8,35291,1,OK,0.2401264,0.4101503,-0.2582982,0.8410696,113.005,-61.427,-1814.460,0.1164280
1,8,35294,1,OK,0.2398953,0.4104617,-0.2585512,0.8409059,112.860,-61.333,-1814.229,0.1294291
1,8,35297,1,OK,0.2402512,0.4105690,-0.2583532,0.8408127,112.876,-61.355,-1814.264,0.1310044
1,8,35300,1,OK,0.2403250,0.4102417,-0.2581530,0.8410129,112.965,-61.453,-1814.375,0.1218284
1,8,35303,1,OK,0.2406571,0.4104003,-0.2580223,0.8408806,112.898,-61.429,-1814.348,0.1299636
1,8,35306,1,OK,0.2392908,0.4101760,-0.2587974,0.8411418,112.922,-61.346,-1814.246,0.1136148
1,8,35309,1,OK,0.2401701,0.4105401,-0.2583822,0.8408412,112.843,-61.343,-1814.233,0.1281527
1,8,35312,1,OK,0.2401214,0.4102889,-0.2583588,0.8409848,112.966,-61.390,-1814.317,0.1249888
1,8,35315,1,OK,0.2398022,0.4102027,-0.2585140,0.8410703,112.937,-61.372,-1814.354,0.1117204
